#{"t_start": 1754642096.1582983, "env_id": "None"}
r,l,t,total_reward,shape,ttc,step_cost,jerk,crash,goal,off_road_hard_event,off_road_soft_penalty
-5.5122113,21,1.839551,-55.222027057168006,-5.122027057168001,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.1839347,27,1.871606,-51.8695827225185,-1.7695827225185052,0.0,0.0,0.0,0.0,0.0,1,-0.1
-5.305946,55,1.932791,-51.900798608755345,-1.8007986087553451,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.5259295,15,1.951352,-54.57025352847279,-4.570253528472794,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5340505,14,1.969235,-55.19678371585665,-5.096783715856642,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.286142,59,2.034722,-51.64567811894441,-1.5456781189444087,0.0,0.0,0.0,0.0,0.0,1,-0.1
-5.5983357,14,2.052752,-55.19136306338018,-5.191363063380184,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.390497,27,2.084519,-53.18183313635806,-3.1818331363580565,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.5906534,35,2.12485,-54.9258127042599,-4.825812704259899,0.0,0.0,0.0,0.0,0.0,1,-50.1
-5.5565147,30,2.160053,-54.57549299299948,-4.5754929929994805,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.546788,48,2.213999,-53.9133503962127,-3.7133503962127,0.0,0.0,0.0,0.0,0.0,1,-50.2
-5.473476,20,2.238138,-53.41374359263553,-3.4137435926355275,0.0,0.0,0.0,0.0,0.0,1,0.0
-5.25771,10,2.251983,-51.74633323964742,-1.6463332396474204,0.0,0.0,0.0,0.0,0.0,1,-50.1
